Course,Cred_hours,Pre-req,Pred_1,Instructor_1,Pred_2,Instructor_2,Pred_3,Instructor_3,Pred_4,Instructor_4,Pred_5,Instructor_5,Pred_6,Instructor_6,Pred_7,Instructor_7,Pred_8,Instructor_8,Pred_9,Instructor_9,Pred_10,Instructor_10,Pred_11,Instructor_11,Pred_12,Instructor_12,Pred_13,Instructor_13,Pred_14,Instructor_14,Pred_15,Instructor_15,Pred_16,Instructor_16,Pred_17,Instructor_17,Pred_18,Instructor_18
ID 4103,3.0,,4.0,Unknown,3.8,Unknown,3.8215921044430514,"Purdy, Timothy",4.0,Unknown,3.8,Unknown,3.819812674,"Purdy, Timothy",4.0,Unknown,3.8,Unknown,3.820825946553868,"Purdy, Timothy",4.0,Unknown,3.8,Unknown,3.820887030211873,"Purdy, Timothy",4.0,Unknown,3.8,Unknown,3.82070526,"Purdy, Timothy",4.0,Unknown,3.8,Unknown,3.820737022990073,"Purdy, Timothy"
ID 4105,3.0,,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.801769004936724,Unknown,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.799791860378356,Unknown,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.8009177183931855,Unknown,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.800985589124303,Unknown,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.800783622381912,Unknown,4.0,Unknown,3.8666666666666663,"Purdy, Timothy",3.800818914433414,Unknown
ID 4106,3.0,,3.884103872647989,Unknown,3.933333333333333,"Shankwiler, Kevin",3.781945905430396,Unknown,3.883966031324432,Unknown,3.933333333333333,"Shankwiler, Kevin",3.779771046416191,Unknown,3.8844999390583994,Unknown,3.933333333333333,"Shankwiler, Kevin",3.781009490232505,Unknown,3.884427580580336,Unknown,3.933333333333333,"Shankwiler, Kevin",3.781084148036733,Unknown,3.884383893222604,Unknown,3.933333333333333,"Shankwiler, Kevin",3.780861984620103,Unknown,3.88439849772884,Unknown,3.933333333333333,"Shankwiler, Kevin",3.780900805876756,Unknown
ID 4201,3.0,,3.9109692564756178,Unknown,4.0,Unknown,3.762122805924069,"Rebola, Claudia",3.8876817289197874,Unknown,4.0,Unknown,3.7597502324540266,"Rebola, Claudia",3.909481333408061,Unknown,4.0,Unknown,3.761101262071824,"Rebola, Claudia",3.889612185183142,Unknown,4.0,Unknown,3.761182706949164,"Rebola, Claudia",3.907903637929036,Unknown,4.0,Unknown,3.760940346858294,"Rebola, Claudia",3.890979607270297,Unknown,4.0,Unknown,3.760982697320097,"Rebola, Claudia"
ID 4202,3.0,,3.937834640303247,Unknown,3.6009866455009485,"Shankwiler, Kevin",3.742299706417741,"Ball, Roger",3.8913974265151423,Unknown,3.756506254336603,"Shankwiler, Kevin",3.739729418491863,"Ball, Roger",3.9344627277577233,Unknown,3.6588919158703375,"Shankwiler, Kevin",3.7411930339111423,"Ball, Roger",3.894796789785949,Unknown,3.6229693569627743,"Shankwiler, Kevin",3.741281265861594,"Ball, Roger",3.931423382635468,Unknown,3.727822078340155,"Shankwiler, Kevin",3.741018709096485,"Ball, Roger",3.897560716811754,Unknown,3.666420565269955,"Shankwiler, Kevin",3.741064588763438,"Ball, Roger"
ID 4206,3.0,,3.964700024130876,Unknown,3.868353641748984,"Medina, Joyce",3.7224766069114135,"Medina, Joyce",3.895113124110497,Unknown,3.911701820452585,"Medina, Joyce",3.719708604529698,"Medina, Joyce",3.959444122107386,Unknown,3.888109246530185,"Medina, Joyce",3.721284805750461,"Medina, Joyce",3.899981394388755,Unknown,3.880463869196503,"Medina, Joyce",3.721379824774024,"Medina, Joyce",3.954943127,Unknown,3.894143618264105,"Medina, Joyce",3.721097071334676,"Medina, Joyce",3.9041418263532113,Unknown,3.891069200443817,"Medina, Joyce",3.72114648020678,"Medina, Joyce"
ID 4210,3.0,,4.0,Unknown,3.533020509561014,"Sanford, Jon",3.7026535074050857,Unknown,4.0,Unknown,3.5549637670715333,"Sanford, Jon",3.6996877905675336,Unknown,4.0,Unknown,3.543434581,"Sanford, Jon",3.7013765775897793,Unknown,4.0,Unknown,3.539587958052264,"Sanford, Jon",3.7014783836864544,Unknown,4.0,Unknown,3.5462888416746408,"Sanford, Jon",3.701175433572867,Unknown,4.0,Unknown,3.544707805363175,"Sanford, Jon",3.701228371650121,Unknown
ID 4418,3.0,,3.814875681098641,Unknown,3.197687377373044,"Wilson, Wendell",3.6828304078987584,"Wilson, Wendell",3.814432570710218,Unknown,3.1982257136904813,"Wilson, Wendell",3.679666976605369,"Wilson, Wendell",3.81436428077286,Unknown,3.1987599151574746,"Wilson, Wendell",3.6814683494290974,"Wilson, Wendell",3.814375805134429,Unknown,3.1987120469080232,"Wilson, Wendell",3.681576942598885,"Wilson, Wendell",3.814379154692337,Unknown,3.1984340650851766,"Wilson, Wendell",3.6812537958110574,"Wilson, Wendell",3.8143789672570936,Unknown,3.1983464102825336,"Wilson, Wendell",3.6813102630934624,"Wilson, Wendell"
ID 4450,3.0,,3.539791453147669,"Harris, Samuel",4.0,"White, John",3.663007308392431,"White, John",3.757736688097077,"Harris, Samuel",4.0,"White, John",3.6596461626432046,"White, John",3.788045158853768,"Harris, Samuel",3.986753073489456,"White, John",3.661560121268417,"White, John",3.632403944608692,"Harris, Samuel",3.978191989765092,"White, John",3.661675501511315,"White, John",3.651657684100422,"Harris, Samuel",3.980695424642159,"White, John",3.6613321580492495,"White, John",3.7523423170249983,"Harris, Samuel",3.989590492601384,"White, John",3.661392154536804,"White, John"
ID 4510,3.0,,3.938336563435321,Unknown,3.977872673147061,"Zeagler, Charles",3.609617180234372,Unknown,3.937394347642358,Unknown,3.9676049537363927,"Zeagler, Charles",3.605006616249751,Unknown,3.9378478315741767,Unknown,3.9600772528703367,"Zeagler, Charles",3.6060015769250455,Unknown,3.9376298588640974,Unknown,3.956954026996165,"Zeagler, Charles",3.60645733625173,Unknown,3.937734613754391,Unknown,3.958625263086063,"Zeagler, Charles",3.606517075453541,Unknown,3.937684270837009,Unknown,3.963066533247048,"Zeagler, Charles",3.6066334115963543,Unknown
ID 4699,3.0,,4.0,"Sprigle, Stephen",3.935820163984141,"Posner, Noah",3.5562270520763133,"Marks, Lisa",4.0,"Sprigle, Stephen",3.9311137985782,"Posner, Noah",3.550367069856297,"Marks, Lisa",4.0,"Sprigle, Stephen",3.933401432251218,"Posner, Noah",3.5504430325816743,"Marks, Lisa",4.0,"Sprigle, Stephen",3.9357160642272384,"Posner, Noah",3.5512391709921456,"Marks, Lisa",4.0,"Sprigle, Stephen",3.9365551015299673,"Posner, Noah",3.5517019928578333,"Marks, Lisa",4.0,"Sprigle, Stephen",3.936542573892711,"Posner, Noah",3.551874668655905,"Marks, Lisa"
ID 4803,3.0,,3.711073656049825,Unknown,3.874191020880584,"Hardy, Christopher",3.6336472476885247,Unknown,3.658457483754331,Unknown,3.872335973544086,"Hardy, Christopher",3.642006570868893,Unknown,3.6678211413543567,Unknown,3.874531924266008,"Hardy, Christopher",3.632597303237724,Unknown,3.688786497098487,Unknown,3.8766105305936103,"Hardy, Christopher",3.639480533794536,Unknown,3.6604248730846063,Unknown,3.877505400074359,"Hardy, Christopher",3.635030396547497,Unknown,3.6788770590619615,Unknown,3.8777372750621706,"Hardy, Christopher",3.63841447924316,Unknown
ID 4813,3.0,,4.0,Unknown,3.812561877777028,"Khan, Sabir",3.711067443300736,Unknown,4.0,Unknown,3.813558148509972,"Khan, Sabir",3.7336460718814872,Unknown,4.0,Unknown,3.8156624162807984,"Khan, Sabir",3.714751573893773,Unknown,4.0,Unknown,3.817504996959983,"Khan, Sabir",3.727721896596927,Unknown,4.0,Unknown,3.818455698618752,"Khan, Sabir",3.718358800237161,Unknown,4.0,Unknown,3.818931976231631,"Khan, Sabir",3.724954289830413,Unknown
ID 4823,3.0,,3.739696781752463,"Purdy, Timothy",3.750932734673471,"Purdy, Timothy",3.788487638912947,"Spence, Hunter",3.74903595494785,"Purdy, Timothy",3.7547803234758583,"Purdy, Timothy",3.8252855728940816,"Spence, Hunter",3.7074201805476887,"Purdy, Timothy",3.756792908295589,"Purdy, Timothy",3.796905844549823,"Spence, Hunter",3.7399351218079775,"Purdy, Timothy",3.7583994633263553,"Purdy, Timothy",3.8159632593993176,"Spence, Hunter",3.738274522259841,"Purdy, Timothy",3.759405997163145,"Purdy, Timothy",3.801687203926825,"Spence, Hunter",3.717334172921232,"Purdy, Timothy",3.7601266774010895,"Purdy, Timothy",3.811494100417667,"Spence, Hunter"
ID 4824,4.0,,4.0,Unknown,3.88,"Aflatoony, Leila",3.774602485146219,"Aflatoony, Leila",4.0,Unknown,3.88,"Aflatoony, Leila",3.854416635176972,"Aflatoony, Leila",4.0,Unknown,3.88,"Aflatoony, Leila",3.8467424254097535,"Aflatoony, Leila",4.0,Unknown,3.88,"Aflatoony, Leila",3.8144209460205327,"Aflatoony, Leila",4.0,Unknown,3.88,"Aflatoony, Leila",3.785457915094412,"Aflatoony, Leila",4.0,Unknown,3.88,"Aflatoony, Leila",3.811774773027544,"Aflatoony, Leila"
ID 4833,3.0,,3.9736610595905466,"Budd, James",3.908273164,"Hardy, Christopher",3.7607173313794906,"Hardy, Christopher",3.971062284,"Budd, James",3.942519017395319,"Hardy, Christopher",3.883547697459862,"Hardy, Christopher",3.971102574450216,"Budd, James",3.962201704566251,"Hardy, Christopher",3.896579006269686,"Hardy, Christopher",3.970847994076562,"Budd, James",3.9313168713107087,"Hardy, Christopher",3.812878632641748,"Hardy, Christopher",3.9708539101680023,"Budd, James",3.944561902545987,"Hardy, Christopher",3.769228626261999,"Hardy, Christopher",3.9708289557789023,"Budd, James",3.949647559888814,"Hardy, Christopher",3.8120554456374207,"Hardy, Christopher"
ID 4843,3.0,,3.941426576246378,Unknown,3.3644891620710218,"Ball, Roger",3.840478220919661,"Zimring, Craig",3.933130663049471,Unknown,3.388593131189142,"Ball, Roger",3.922365131639908,"Zimring, Craig",3.937205886062886,Unknown,3.380906927131117,"Ball, Roger",3.931052670846457,"Zimring, Craig",3.943959759564135,Unknown,3.378970926390405,"Ball, Roger",3.875252421761165,"Zimring, Craig",3.947807139812134,Unknown,3.3845351637865315,"Ball, Roger",3.8461524175079993,"Zimring, Craig",3.948172095736338,Unknown,3.379112365838064,"Ball, Roger",3.874703630424947,"Zimring, Craig"
ID 4900,3.0,,3.970713288123216,Unknown,4.0,Unknown,3.92023911,"Lau, John",3.9665653315247615,Unknown,4.0,Unknown,3.961182565819954,"Lau, John",3.9686029430314695,Unknown,4.0,Unknown,3.965526335423229,"Lau, John",3.971979879782094,Unknown,4.0,Unknown,3.937626210880583,"Lau, John",3.973903569906094,Unknown,4.0,Unknown,3.923076208754,"Lau, John",3.9740860478681954,Unknown,4.0,Unknown,3.9373518152124736,"Lau, John"
ID 4901,3.0,,4.0,"Li, Wayne",3.995962854834804,"Shankwiler, Kevin",4.0,"Edwards, Mercer",4.0,"Li, Wayne",3.994310128714389,"Shankwiler, Kevin",4.0,"Edwards, Mercer",4.0,"Li, Wayne",3.993612749406812,"Shankwiler, Kevin",4.0,"Edwards, Mercer",4.0,"Li, Wayne",3.9937461466373136,"Shankwiler, Kevin",4.0,"Edwards, Mercer",4.0,"Li, Wayne",3.99432838903972,"Shankwiler, Kevin",4.0,"Edwards, Mercer",4.0,"Li, Wayne",3.994964461430382,"Shankwiler, Kevin",4.0,"Edwards, Mercer"
ID 4902,3.0,,4.0,Unknown,4.0,"Posner, Noah",3.9925506300241262,"Hardy, Christopher",4.0,Unknown,4.0,"Posner, Noah",3.993808137858346,"Hardy, Christopher",4.0,Unknown,4.0,"Posner, Noah",3.9931930842224346,"Hardy, Christopher",4.0,Unknown,4.0,"Posner, Noah",3.993099057972845,"Hardy, Christopher",4.0,Unknown,4.0,"Posner, Noah",3.993227922118489,"Hardy, Christopher",4.0,Unknown,4.0,"Posner, Noah",3.9932175579414055,"Hardy, Christopher"
ID 4903,3.0,,3.9693424930118617,Unknown,3.730938508055064,"Oh, Hyunjoo",3.985101260048253,"Shankwiler, Kevin",3.9602347226597554,Unknown,3.819311890966695,"Oh, Hyunjoo",3.987616275716692,"Shankwiler, Kevin",3.969138243712093,Unknown,3.764663606370149,"Oh, Hyunjoo",3.9863861684448687,"Shankwiler, Kevin",3.9603111578207577,Unknown,3.756794583221006,"Oh, Hyunjoo",3.9861981159456894,"Shankwiler, Kevin",3.9690708192756095,Unknown,3.791742446,"Oh, Hyunjoo",3.9864558442369775,"Shankwiler, Kevin",3.9603775087621846,Unknown,3.7707229203230286,"Oh, Hyunjoo",3.986435115882811,"Shankwiler, Kevin"
ID 4904,3.0,,3.843910277973407,Unknown,4.0,Unknown,3.977651890072379,"Ball, Roger",3.926633965274502,Unknown,4.0,Unknown,3.981424413575038,"Ball, Roger",3.851531784480988,Unknown,4.0,Unknown,3.9795792526673033,"Ball, Roger",3.929349585176535,Unknown,4.0,Unknown,3.979297173918536,"Ball, Roger",3.852491925412444,Unknown,4.0,Unknown,3.979683766355468,"Ball, Roger",3.929684780705364,Unknown,4.0,Unknown,3.9796526738242166,"Ball, Roger"
ID 6100,3.0,,3.718478062934952,Unknown,3.850554505204976,"Sprigle, Stephen",3.970202520096506,Unknown,3.893033207889249,Unknown,3.850649518376647,"Sprigle, Stephen",3.975232551433384,Unknown,3.733925325249884,Unknown,3.848895529996796,"Sprigle, Stephen",3.972772336889738,Unknown,3.8983880125323127,Unknown,3.848907069916458,"Sprigle, Stephen",3.972396232,Unknown,3.7359130315492775,Unknown,3.848499502392103,"Sprigle, Stephen",3.972911688473957,Unknown,3.898992052648544,Unknown,3.848499735,"Sprigle, Stephen",3.972870231765622,Unknown
ID 6101,3.0,,3.681375351,Unknown,3.701109010409952,"Sprigle, Stephen",3.962753150120632,"Sprigle, Stephen",3.803885592317241,Unknown,3.701299036753294,"Sprigle, Stephen",3.9690406892917296,"Sprigle, Stephen",3.753239223581352,Unknown,3.697791059993591,"Sprigle, Stephen",3.965965421112172,"Sprigle, Stephen",3.819186938450533,Unknown,3.697814139832917,"Sprigle, Stephen",3.965495289864225,"Sprigle, Stephen",3.722280114059496,Unknown,3.696999004784206,"Sprigle, Stephen",3.966139610592446,"Sprigle, Stephen",3.811212215064552,Unknown,3.69699947,"Sprigle, Stephen",3.966087789707028,"Sprigle, Stephen"
ID 6102,4.0,,3.644272638762749,Unknown,3.778496686113118,"Wilson, Wendell",3.955303780144759,Unknown,3.7147379767452335,Unknown,3.7769834484613622,"Wilson, Wendell",3.962848827150076,Unknown,3.772553122,Unknown,3.775289048117808,"Wilson, Wendell",3.959158505334607,Unknown,3.739985864368754,Unknown,3.775497661817182,"Wilson, Wendell",3.9585943478370704,Unknown,3.708647196569714,Unknown,3.775063927289499,"Wilson, Wendell",3.9593675327109352,Unknown,3.723432377480561,Unknown,3.775041796318847,"Wilson, Wendell",3.959305347648433,Unknown
ID 6103,4.0,,3.6914180715520697,Unknown,3.855884361816284,"Wilson, Wendell",3.947854410168885,"Wilson, Wendell",3.726649119504418,Unknown,3.852667860169432,"Wilson, Wendell",3.956656965008421,"Wilson, Wendell",3.786040004643725,Unknown,3.852787036242025,"Wilson, Wendell",3.952351589557041,"Wilson, Wendell",3.76975703345506,Unknown,3.853181183801447,"Wilson, Wendell",3.951693405809916,"Wilson, Wendell",3.743845072580173,Unknown,3.853128849794792,"Wilson, Wendell",3.952595454829424,"Wilson, Wendell",3.751237404146647,Unknown,3.8530841230276343,"Wilson, Wendell",3.952522905589839,"Wilson, Wendell"
ID 6104,2.0,,3.7385635043413914,Unknown,3.48373601,"Wilson, Wendell",3.940405040193012,Unknown,3.738560262263603,Unknown,3.388666779715524,"Wilson, Wendell",3.950465102866768,Unknown,3.799526887374631,Unknown,3.342431059669568,"Wilson, Wendell",3.945544673779476,Unknown,3.7995282025413672,Unknown,3.3297062268929456,"Wilson, Wendell",3.9447924637827607,Unknown,3.779042948590632,Unknown,3.334936583993333,"Wilson, Wendell",3.9458233769479136,Unknown,3.7790424308127326,Unknown,3.346738899411533,"Wilson, Wendell",3.945740463531244,Unknown
ID 6105,3.0,,3.959999999999999,Unknown,3.111587657194657,"Garvin, Courtney",3.932955670217138,Unknown,3.959999999999999,Unknown,2.924665699261616,"Garvin, Courtney",3.944273240725113,Unknown,3.959999999999999,Unknown,2.83207508309711,"Garvin, Courtney",3.938737758,Unknown,3.959999999999999,Unknown,2.806231269984444,"Garvin, Courtney",3.937891521755606,Unknown,3.959999999999999,Unknown,2.8167443181918745,"Garvin, Courtney",3.939051299066403,Unknown,3.959999999999999,Unknown,2.8403936757954327,"Garvin, Courtney",3.938958021,Unknown
ID 6106,2.0,,3.919319240216444,Unknown,2.7394393048838435,"Purdy, Timothy",3.9255063002412647,"Purdy, Timothy",3.919315823505338,Unknown,2.4606646188077086,"Purdy, Timothy",3.938081378583459,"Purdy, Timothy",3.919316057629477,Unknown,2.3217191065246534,"Purdy, Timothy",3.931930842224344,"Purdy, Timothy",3.919316041586156,Unknown,2.2827563130759425,"Purdy, Timothy",3.930990579728451,"Purdy, Timothy",3.91931604268552,Unknown,2.2985520523904164,"Purdy, Timothy",3.932279221184892,"Purdy, Timothy",3.9193160426101863,Unknown,2.3340484521793314,"Purdy, Timothy",3.932175579414056,"Purdy, Timothy"
ID 6107,3.0,,3.8786384804328886,Unknown,4.0,"Budd, James",3.918056930265391,"Budd, James",3.878631647010677,Unknown,3.586351849357588,"Budd, James",3.931889516441805,"Budd, James",3.878632115258954,Unknown,4.0,"Budd, James",3.925123926446779,"Budd, James",3.878632083172313,Unknown,3.644180564512987,"Budd, James",3.924089637701296,"Budd, James",3.8786320853710414,Unknown,3.951352363298765,"Budd, James",3.925507143303381,"Budd, James",3.878632085220374,Unknown,3.721488716152827,"Budd, James",3.925393137355461,"Budd, James"
ID 6108,3.0,,3.748779687307164,Unknown,3.561345053181077,"Medina, Joyce",3.9106075602895176,"Medina, Joyce",3.745427856772287,Unknown,3.513344777070936,"Medina, Joyce",3.925697654300151,"Medina, Joyce",3.745359110516005,Unknown,3.4700611746422965,"Medina, Joyce",3.918317010669213,"Medina, Joyce",3.745575315,Unknown,3.438440926005611,"Medina, Joyce",3.917188695674141,"Medina, Joyce",3.745494428645933,Unknown,3.4099642243949257,"Medina, Joyce",3.918735065421871,"Medina, Joyce",3.7455139344372985,Unknown,3.389134520749024,"Medina, Joyce",3.918610695296867,"Medina, Joyce"
ID 6109,3.0,,3.973037797201081,Unknown,3.521924236,"Vos, Gordon",3.903158190313644,Unknown,3.921991744084323,Unknown,3.4900662255080794,"Vos, Gordon",3.919505792158497,Unknown,3.9539841249639,Unknown,3.4610339574550566,"Vos, Gordon",3.911510094891648,Unknown,3.936583350966377,Unknown,3.439698543880211,"Vos, Gordon",3.910287753646986,Unknown,3.943484904445145,Unknown,3.4205829718411547,"Vos, Gordon",3.911962988,Unknown,3.943603497,Unknown,3.406731652857772,"Vos, Gordon",3.911828253238272,Unknown
ID 6200,4.0,,3.63,Unknown,3.4825034185193817,"Ball, Roger",3.8957088203377706,Unknown,3.63,Unknown,3.4667876739452224,"Ball, Roger",3.913313930016843,Unknown,3.63,Unknown,3.4520067402678167,"Ball, Roger",3.9047031791140814,Unknown,3.63,Unknown,3.440956161754811,"Ball, Roger",3.903386811619831,Unknown,3.63,Unknown,3.431201719287384,"Ball, Roger",3.905190909658849,Unknown,3.63,Unknown,3.4243287849665203,"Ball, Roger",3.905045811179678,Unknown
ID 6201,4.0,,3.0,Unknown,3.443082601188534,"Ball, Roger",3.888259450361897,"Sanford, Jon",3.0,Unknown,3.4435091223823657,"Ball, Roger",3.907122067875189,"Sanford, Jon",3.0,Unknown,3.442979523080577,"Ball, Roger",3.897896263336517,"Sanford, Jon",3.0,Unknown,3.442213779629411,"Ball, Roger",3.896485869592676,"Sanford, Jon",3.0,Unknown,3.4418204667336125,"Ball, Roger",3.8984188317773385,"Sanford, Jon",3.0,Unknown,3.441925917075268,"Ball, Roger",3.898263369121084,"Sanford, Jon"
ID 6211,4.0,,3.8522038441035886,Unknown,3.675672511692493,"White, John",3.880810080386024,Unknown,3.853486544231216,Unknown,3.7077934366477616,"White, John",3.900930205733535,Unknown,3.842680867989037,Unknown,3.695669130495722,"White, John",3.891089347558951,Unknown,3.841922963290097,Unknown,3.662109767250653,"White, John",3.8895849275655214,Unknown,3.84475165224688,Unknown,3.64374697811954,"White, John",3.891646753895828,Unknown,3.8450617043913176,Unknown,3.6535490350527233,"White, John",3.891480927062489,Unknown
ID 6212,4.0,,3.839821965862921,Unknown,3.908262422196451,"Wilson, Wendell",3.8733607104101497,"Wilson, Wendell",3.845027728616501,Unknown,3.9720777509131575,"Wilson, Wendell",3.894738343591881,"Wilson, Wendell",3.834016394800758,Unknown,3.948358737910867,"Wilson, Wendell",3.8842824317813855,"Wilson, Wendell",3.83199345,Unknown,3.882005754871895,"Wilson, Wendell",3.882683985538367,"Wilson, Wendell",3.837072988662838,Unknown,3.845673489505467,"Wilson, Wendell",3.884874676014317,"Wilson, Wendell",3.837091547759037,Unknown,3.865172153030179,"Wilson, Wendell",3.884698485003895,"Wilson, Wendell"
ID 6213,4.0,,3.8274400876222536,Unknown,4.0,"White, John",3.865911340434277,"White, John",3.8365689130017873,Unknown,4.0,"White, John",3.888546481450226,"White, John",3.825351921612479,Unknown,4.0,"White, John",3.877475516,"White, John",3.822063936966503,Unknown,4.0,"White, John",3.875783043511212,"White, John",3.829394325078796,Unknown,4.0,"White, John",3.878102598132806,"White, John",3.829121391126755,Unknown,4.0,"White, John",3.877916043,"White, John"
ID 6214,3.0,,3.8150582093815855,Unknown,3.87534788809314,"Vollmer, Florian",3.8584619704584022,Unknown,3.8281100973870728,Unknown,3.878778699013033,"Vollmer, Florian",3.8823546193085727,Unknown,3.816687448,Unknown,3.877340279538559,"Vollmer, Florian",3.8706686002262543,Unknown,3.8121344238047055,Unknown,3.874748521621759,"Vollmer, Florian",3.868882101484057,Unknown,3.8217156614947534,Unknown,3.873295684009581,"Vollmer, Florian",3.8713305202512953,Unknown,3.821151234494474,Unknown,3.873682769212473,"Vollmer, Florian",3.8711336008867057,Unknown
ID 6215,3.0,,3.841629779,Unknown,3.735881036377456,Unknown,3.85101260048253,"Vollmer, Florian",3.902490047097766,Unknown,3.7396928070186415,Unknown,3.8761627571669184,"Vollmer, Florian",3.860869377709274,Unknown,3.7357289596918544,Unknown,3.863861684448689,"Vollmer, Florian",3.789265695205539,Unknown,3.7297003253042127,Unknown,3.8619811594569016,"Vollmer, Florian",3.766912201636208,Unknown,3.726405195182824,Unknown,3.864558442369785,"Vollmer, Florian",3.7978819902089342,Unknown,3.726928168673163,Unknown,3.864351158828111,"Vollmer, Florian"
ID 6216,3.0,,3.8682013488229536,Unknown,3.79418133320274,"Vollmer, Florian",3.843563230506656,"Vollmer, Florian",3.976869996808459,Unknown,3.794101799242075,"Vollmer, Florian",3.869970895025265,"Vollmer, Florian",3.9050513069943498,Unknown,3.794091925272937,"Vollmer, Florian",3.8570547686711234,"Vollmer, Florian",3.766396966606372,Unknown,3.7940906993925383,"Vollmer, Florian",3.8550802174297463,"Vollmer, Florian",3.712108741777661,Unknown,3.794090547196696,"Vollmer, Florian",3.8577863644882737,"Vollmer, Florian",3.7746127459233945,Unknown,3.794090528301228,"Vollmer, Florian",3.8575687167695167,"Vollmer, Florian"
ID 6271,3.0,,3.88,Unknown,3.891477898317041,"Zimring, Craig",3.8361138605307823,Unknown,3.88,Unknown,3.702042894893218,"Zimring, Craig",3.863779033,Unknown,3.88,Unknown,3.811889973920415,"Zimring, Craig",3.8502478528935575,Unknown,3.88,Unknown,3.872817655527336,"Zimring, Craig",3.848179275402592,Unknown,3.88,Unknown,3.748563409,"Zimring, Craig",3.851014286606763,Unknown,3.88,Unknown,3.792390246126105,"Zimring, Craig",3.8507862747109214,Unknown
ID 6400,3.0,,3.803894000743704,"White, John",3.9887744634313433,"Wilson, Wendell",3.828664490554909,"Wilson, Wendell",4.0,"White, John",3.60998399054436,"Wilson, Wendell",3.857587170741956,"Wilson, Wendell",3.8846094393843726,"White, John",3.829688022567893,"Wilson, Wendell",3.843440937115992,"Wilson, Wendell",3.9120681158206754,"White, John",3.9515446116621327,"Wilson, Wendell",3.841278333375437,"Wilson, Wendell",4.0,"White, John",3.703036270258185,"Wilson, Wendell",3.844242208725252,"Wilson, Wendell",3.8608667123540794,"White, John",3.790689963950981,"Wilson, Wendell",3.844003832652328,"Wilson, Wendell"
ID 6401,3.0,,4.0,Unknown,4.0,"Lau, John",3.745798041499418,"Garvin, Courtney",4.0,Unknown,4.0,"Lau, John",3.77182845366776,"Garvin, Courtney",4.0,Unknown,4.0,"Lau, John",3.759096843404393,"Garvin, Courtney",4.0,Unknown,4.0,"Lau, John",3.757150500037893,"Garvin, Courtney",4.0,Unknown,4.0,"Lau, John",3.759817987852727,"Garvin, Courtney",4.0,Unknown,4.0,"Lau, John",3.759603449387095,"Garvin, Courtney"
ID 6420,3.0,,3.999687076,Unknown,3.86,Unknown,3.662931592443927,"Anderson, Kyle",3.999834005378906,Unknown,3.86,Unknown,3.686069736593565,"Anderson, Kyle",3.999049376530353,Unknown,3.86,Unknown,3.674752749692794,"Anderson, Kyle",3.9995428434104423,Unknown,3.86,Unknown,3.6730226667003496,"Anderson, Kyle",3.999708685,Unknown,3.86,Unknown,3.6753937669802017,"Anderson, Kyle",3.999243556609261,Unknown,3.86,Unknown,3.6752030661218624,"Anderson, Kyle"
ID 6509,3.0,,3.999374151881,Unknown,4.0,Unknown,3.580065143388436,"Do, Yi-Luen",3.9996680107578126,Unknown,4.0,Unknown,3.6003110195193693,"Do, Yi-Luen",3.998098753060706,Unknown,4.0,Unknown,3.5904086559811943,"Do, Yi-Luen",3.9990856868208855,Unknown,4.0,Unknown,3.588894833362806,"Do, Yi-Luen",3.99941736925664,Unknown,4.0,Unknown,3.5909695461076767,"Do, Yi-Luen",3.9984871132185225,Unknown,4.0,Unknown,3.590802682856629,"Do, Yi-Luen"
ID 6510,3.0,,3.999061228,Unknown,3.72,Unknown,3.497198694332945,"Swarts, Matthew",3.999502016136719,Unknown,3.72,Unknown,3.514552302445174,"Swarts, Matthew",3.997148129591059,Unknown,3.72,Unknown,3.506064562269595,"Swarts, Matthew",3.9986285302313287,Unknown,3.72,Unknown,3.504767000025262,"Swarts, Matthew",3.99912605388496,Unknown,3.72,Unknown,3.5065453252351517,"Swarts, Matthew",3.997730669827784,Unknown,3.72,Unknown,3.5064022995913966,"Swarts, Matthew"
ID 6515,3.0,,3.998748304,Unknown,3.978851813460925,"Purdy, Timothy",3.4143322452774543,"Purdy, Timothy",3.999336021515625,Unknown,3.965384426071599,"Purdy, Timothy",3.428793585370978,"Purdy, Timothy",3.996197506121412,Unknown,3.970173233112421,"Purdy, Timothy",3.421720468557996,"Purdy, Timothy",3.998171373641771,Unknown,3.97413031095832,"Purdy, Timothy",3.4206391666877183,"Purdy, Timothy",3.99883473851328,Unknown,3.972779681266177,"Purdy, Timothy",3.422121104362626,"Purdy, Timothy",3.996974226437045,Unknown,3.971617549190303,"Purdy, Timothy",3.422001916326164,"Purdy, Timothy"
ID 6753,1.0,,3.9680560993392864,Unknown,3.989425906730462,"Henneman, Richard",3.331465796221964,Unknown,3.955595450259702,Unknown,3.982692213,"Henneman, Richard",3.3430348682967823,Unknown,3.942077268995841,Unknown,3.9850866165562095,"Henneman, Richard",3.337376374846397,Unknown,3.942795614025949,Unknown,3.98706515547916,"Henneman, Richard",3.336511333350175,Unknown,3.947669267,Unknown,3.986389840633088,"Henneman, Richard",3.337696883490101,Unknown,3.9487175477430334,Unknown,3.985808774595151,"Henneman, Richard",3.337601533060931,Unknown
